tournament,gameId,team,win,prox_score_1-5,prox_score_5-10,prox_score_10-15,prox_score_15-20,prox_score_20-25,prox_score_25-30,prox_score_30-35,prox_score_35-40,prox_score_40-45,prox_score_45-50,prox_score_50-55,prox_score_55-60,prox_score_60-65,prox_score_65-70,prox_score_70-75,prox_score_75-80,prox_score_80-85,prox_score_85-90,prox_score_90-95,prox_score_95-100,prox_score_100-105,prox_score_105-110,prox_score_110-115,prox_score_115-120,proximity_sum
cblol_2020_split1,ESPORTSTMNT01:1291703,100,1,2.0,2.5938566552901023,2.1945392491467577,2.9965870307167237,2.2764505119453924,4.078498293515358,5.474402730375426,3.907849829351536,4.0580204778157,4.75,,,,,,,,,,,,,,,34.330204778157
cblol_2020_split1,ESPORTSTMNT01:1291703,200,0,2.78021978021978,1.5051194539249146,2.7747440273037545,4.170648464163823,3.0170648464163823,3.638225255972696,4.375426621160409,4.32764505119454,4.2320819112627985,3.7604166666666665,,,,,,,,,,,,,,,34.581592078285766
cblol_2020_split1,ESPORTSTMNT01:1304282,100,1,2.4245810055865924,2.4436860068259385,2.525597269624573,3.1774744027303754,3.532423208191126,3.696245733788396,4.54054054054054,,,,,,,,,,,,,,,,,,22.34054816728754
cblol_2020_split1,ESPORTSTMNT01:1304282,200,0,3.1731843575418996,1.4505119453924915,3.0034129692832763,2.7986348122866893,3.0170648464163823,4.098976109215017,4.783783783783784,,,,,,,,,,,,,,,,,,22.32556882391954
cblol_2020_split1,ESPORTSTMNT03:1331108,100,1,2.8551401869158877,2.795221843003413,2.3139931740614332,3.242320819112628,3.2354948805460753,3.1843003412969284,3.385665529010239,4.775,,,,,,,,,,,,,,,,,25.787136773946607
cblol_2020_split1,ESPORTSTMNT03:1331108,200,0,3.892523364485981,2.532423208191126,3.143344709897611,3.324232081911263,3.539249146757679,3.368600682593857,3.6621160409556315,4.755,,,,,,,,,,,,,,,,,28.21748923479315
cblol_2020_split1,ESPORTSTMNT03:1301276,100,1,3.056768558951965,2.4061433447098977,2.863481228668942,3.0648464163822524,3.63481228668942,3.8737201365187715,4.622222222222222,,,,,,,,,,,,,,,,,,23.521994194143467
cblol_2020_split1,ESPORTSTMNT03:1301276,200,0,2.2445414847161573,1.5870307167235496,1.9283276450511946,2.74061433447099,2.8976109215017063,3.2866894197952217,5.522222222222222,,,,,,,,,,,,,,,,,,20.207036744481044
cblol_2020_split1,ESPORTSTMNT01:1304609,200,1,3.8188976377952755,2.143344709897611,2.324232081911263,3.638225255972696,3.5870307167235493,3.9590443686006824,3.849829351535836,4.375426621160409,2.9004739336492893,,,,,,,,,,,,,,,,30.596504677246607
cblol_2020_split1,ESPORTSTMNT01:1304609,100,0,2.15748031496063,2.84641638225256,2.6996587030716723,3.535836177474403,2.737201365187713,2.627986348122867,3.901023890784983,4.382252559726963,3.962085308056872,,,,,,,,,,,,,,,,28.84994104963866
cblol_2020_split1,ESPORTSTMNT01:1301305,100,1,3.24,2.4880546075085324,2.262798634812287,2.955631399317406,3.9215017064846416,4.559726962457338,5.592592592592593,,,,,,,,,,,,,,,,,,25.020305903172794
cblol_2020_split1,ESPORTSTMNT01:1301305,200,0,5.12,2.054607508532423,2.255972696245734,2.993174061433447,3.3959044368600684,4.15358361774744,4.148148148148148,,,,,,,,,,,,,,,,,,24.12139046896726
cblol_2020_split1,ESPORTSTMNT01:1301262,200,1,3.0737327188940093,2.2218430034129693,2.795221843003413,2.6996587030716723,2.7918088737201363,3.098976109215017,3.4554794520547945,4.013651877133106,4.559726962457338,4.4393939393939394,,,,,,,,,,,,,,,33.14949348235639
cblol_2020_split1,ESPORTSTMNT01:1301262,100,0,2.8986175115207375,2.9795221843003414,2.83617747440273,2.6860068259385668,2.9726962457337884,3.6655290102389078,4.22945205479452,4.296928327645051,4.296928327645051,1.303030303030303,,,,,,,,,,,,,,,32.16488826525
cblol_2020_split1,ESPORTSTMNT01:1304635,100,1,4.2,2.1945392491467577,2.1945392491467577,2.030716723549488,3.3378839590443685,3.6791808873720138,4.4300341296928325,4.089201877934272,,,,,,,,,,,,,,,,,26.156096075886488
cblol_2020_split1,ESPORTSTMNT01:1304635,200,0,5.116666666666666,1.9453924914675769,2.6689419795221845,2.4368600682593855,3.8293515358361776,3.583617747440273,4.174061433447099,4.845070422535211,,,,,,,,,,,,,,,,,28.59996234517457
cblol_2020_split1,ESPORTSTMNT03:1331071,100,1,2.0155038759689923,3.2150170648464163,2.136518771331058,2.83617747440273,2.95221843003413,3.84641638225256,4.650909090909091,,,,,,,,,,,,,,,,,,21.652761089744978
cblol_2020_split1,ESPORTSTMNT03:1331071,200,0,1.8333333333333333,2.573378839590444,2.3071672354948807,2.74061433447099,3.6075085324232083,2.160409556313993,3.9163636363636365,,,,,,,,,,,,,,,,,,19.138775467990488
cblol_2020_split1,ESPORTSTMNT01:1304324,100,1,2.628099173553719,2.614334470989761,2.4061433447098977,3.52901023890785,2.4129692832764507,2.84641638225256,3.3754266211604094,4.585365853658536,,,,,,,,,,,,,,,,,24.397765368509184
cblol_2020_split1,ESPORTSTMNT01:1304324,200,0,4.462809917355372,2.150170648464164,2.174061433447099,2.8191126279863483,2.8532423208191124,3.430034129692833,3.491467576791809,4.170731707317073,,,,,,,,,,,,,,,,,25.55163036187381
cblol_2020_split1,ESPORTSTMNT03:1301284,100,1,2.5594059405940595,2.1160409556313993,2.583617747440273,3.3959044368600684,2.9112627986348123,4.112627986348123,3.4573378839590445,5.3076923076923075,,,,,,,,,,,,,,,,,26.443890057160086
cblol_2020_split1,ESPORTSTMNT03:1301284,200,0,2.6831683168316833,2.2935153583617747,2.156996587030717,3.030716723549488,3.969283276450512,4.078498293515358,4.4300341296928325,5.641025641025641,,,,,,,,,,,,,,,,,28.283238326458008
