tournament,gameId,team,win,prox_score_1-5,prox_score_5-10,prox_score_10-15,prox_score_15-20,prox_score_20-25,prox_score_25-30,prox_score_30-35,prox_score_35-40,prox_score_40-45,prox_score_45-50,prox_score_50-55,prox_score_55-60,prox_score_60-65,prox_score_65-70,prox_score_70-75,prox_score_75-80,prox_score_80-85,prox_score_85-90,prox_score_90-95,prox_score_95-100,prox_score_100-105,prox_score_105-110,prox_score_110-115,prox_score_115-120,proximity_sum
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2940915,200,1,4.2,1.9962962962962962,2.19,2.142857142857143,3.0966666666666667,4.05,4.083333333333333,4.44,,,,,,,,,,,,,,,,,26.199153439153438
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2940915,100,0,0.0,1.8962962962962964,1.6966666666666668,2.710714285714286,3.4233333333333333,2.8033333333333332,3.7866666666666666,6.72,,,,,,,,,,,,,,,,,23.03701058201058
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2940933,200,1,2.1616161616161618,2.1866666666666665,2.44,3.04,3.6533333333333333,4.069565217391304,,,,,,,,,,,,,,,,,,,17.551181379007463
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2940933,100,0,1.4898989898989898,2.07,1.61,2.6633333333333336,3.4366666666666665,4.078260869565217,,,,,,,,,,,,,,,,,,,15.348159859464207
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2953261,100,1,1.6666666666666667,1.6166666666666667,2.2765151515151514,1.9066666666666667,3.33,4.1433333333333335,3.1166666666666667,4.844444444444444,,,,,,,,,,,,,,,,,22.9009595959596
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2953261,200,0,4.466666666666667,2.4166666666666665,2.492424242424242,2.81,3.3466666666666667,3.9433333333333334,3.55,3.5833333333333335,,,,,,,,,,,,,,,,,26.60909090909091
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2953277,100,1,2.977401129943503,2.4633333333333334,1.7433333333333334,2.3066666666666666,2.3133333333333335,2.1366666666666667,2.8013937282229966,,,,,,,,,,,,,,,,,,16.742128191499834
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2953277,200,0,3.214689265536723,1.6266666666666667,2.13,2.8366666666666664,2.8366666666666664,3.0866666666666664,3.6550522648083623,,,,,,,,,,,,,,,,,,19.38640819701175
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2980705,100,1,0.125,2.321138211382114,2.03,2.0433333333333334,2.88,3.8633333333333333,4.27,5.583333333333333,,,,,,,,,,,,,,,,,23.11613821138211
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2980705,200,0,5.125,2.8658536585365852,2.486666666666667,1.8966666666666667,3.4633333333333334,4.29,3.8333333333333335,3.8472222222222223,,,,,,,,,,,,,,,,,27.808075880758803
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2980713,100,1,0.0,1.9013452914798206,1.5133333333333334,2.723333333333333,3.1566666666666667,3.0,5.966292134831461,,,,,,,,,,,,,,,,,,18.260970759644614
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2980713,200,0,0.0,2.57847533632287,1.8633333333333333,1.9166666666666667,2.743333333333333,2.986666666666667,4.089887640449438,,,,,,,,,,,,,,,,,,16.17836297677231
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2980717,100,1,2.3015873015873014,2.6033333333333335,2.49,2.3866666666666667,3.54,3.733050847457627,,,,,,,,,,,,,,,,,,,17.054638149044926
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2980717,200,0,2.2751322751322753,2.1366666666666667,1.9,2.9466666666666668,3.433333333333333,3.690677966101695,,,,,,,,,,,,,,,,,,,16.38247690790064
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2940914,100,1,2.781609195402299,1.8733333333333333,1.96,2.94,3.33,4.0092592592592595,,,,,,,,,,,,,,,,,,,16.89420178799489
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2940914,200,0,2.6551724137931036,2.223333333333333,2.8033333333333332,3.466666666666667,4.84,4.194444444444445,,,,,,,,,,,,,,,,,,,20.18295019157088
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2940927,100,1,2.4495798319327733,2.297872340425532,2.993333333333333,2.033333333333333,3.8266666666666667,3.6266666666666665,4.5,5.139896373056994,,,,,,,,,,,,,,,,,26.8673485454153
lcs_amateur_circuit_summer_2022,ESPORTSTMNT05:2940927,200,0,2.1218487394957983,1.801418439716312,1.9866666666666666,2.506666666666667,3.466666666666667,3.256666666666667,3.1533333333333333,4.3782383419689115,,,,,,,,,,,,,,,,,22.671505521181018
