tournament,gameId,team,win,prox_score_1-5,prox_score_5-10,prox_score_10-15,prox_score_15-20,prox_score_20-25,prox_score_25-30,prox_score_30-35,prox_score_35-40,prox_score_40-45,prox_score_45-50,prox_score_50-55,prox_score_55-60,prox_score_60-65,prox_score_65-70,prox_score_70-75,prox_score_75-80,prox_score_80-85,prox_score_85-90,prox_score_90-95,prox_score_95-100,prox_score_100-105,prox_score_105-110,prox_score_110-115,prox_score_115-120,proximity_sum
nlc_2021_split1,ESPORTSTMNT06:1560276,100,1,3.825,2.378839590443686,2.453924914675768,2.36518771331058,3.627986348122867,3.9965870307167237,2.877551020408163,,,,,,,,,,,,,,,,,,21.52507661767779
nlc_2021_split1,ESPORTSTMNT06:1560276,200,0,4.55,2.15358361774744,1.7610921501706485,2.986348122866894,4.228668941979522,3.1194539249146755,6.204081632653061,,,,,,,,,,,,,,,,,,25.00322839033224
nlc_2021_split1,ESPORTSTMNT05:1821028,100,1,3.0,2.1467576791808876,2.2901023890784984,1.904109589041096,3.7030716723549486,3.2320819112627985,4.682352941176471,,,,,,,,,,,,,,,,,,20.9584761820947
nlc_2021_split1,ESPORTSTMNT05:1821028,200,0,4.164948453608248,2.160409556313993,2.781569965870307,2.565068493150685,3.7610921501706485,3.631399317406143,4.3882352941176475,,,,,,,,,,,,,,,,,,23.452723230637673
nlc_2021_split1,ESPORTSTMNT01:1693191,200,1,5.583333333333333,2.273037542662116,2.7747440273037545,2.583617747440273,2.7610921501706485,3.6733333333333333,4.041095890410959,4.213333333333333,,,,,,,,,,,,,,,,,27.903587357987746
nlc_2021_split1,ESPORTSTMNT01:1693191,100,0,2.8541666666666665,1.9829351535836177,2.266211604095563,2.3754266211604094,3.0580204778157,3.4266666666666667,3.482876712328767,5.053333333333334,,,,,,,,,,,,,,,,,24.499637235650724
nlc_2021_split1,ESPORTSTMNT04:1480363,100,1,0.0,2.5491803278688523,2.328767123287671,2.621160409556314,3.310580204778157,2.7713310580204777,3.515358361774744,4.407534246575342,4.545454545454546,,,,,,,,,,,,,,,,26.049366277316103
nlc_2021_split1,ESPORTSTMNT04:1480363,200,0,3.5,2.5737704918032787,2.6027397260273974,2.645051194539249,2.9146757679180886,2.68259385665529,2.863481228668942,3.2945205479452055,4.08080808080808,,,,,,,,,,,,,,,,27.15764089436553
nlc_2021_split1,ESPORTSTMNT06:1550181,100,1,1.8,1.7713310580204777,1.8835616438356164,3.2081911262798637,3.1774744027303754,4.425373134328358,,,,,,,,,,,,,,,,,,,16.265931365194692
nlc_2021_split1,ESPORTSTMNT06:1550181,200,0,2.559090909090909,1.3344709897610922,2.0684931506849313,2.95221843003413,2.6723549488054608,3.2574626865671643,,,,,,,,,,,,,,,,,,,14.844091114943687
nlc_2021_split1,ESPORTSTMNT04:1480459,200,1,5.454545454545454,2.6791808873720138,1.4982935153583619,2.3493150684931505,3.9112627986348123,4.139931740614334,3.385665529010239,4.428571428571429,,,,,,,,,,,,,,,,,27.846766422599792
nlc_2021_split1,ESPORTSTMNT04:1480459,100,0,2.3636363636363638,2.6245733788395906,2.10580204778157,2.267123287671233,2.744027303754266,3.9351535836177476,3.6996587030716723,4.333333333333333,,,,,,,,,,,,,,,,,24.073308001705776
nlc_2021_split1,ESPORTSTMNT04:1481061,200,1,1.8898678414096917,2.1296928327645053,1.9112627986348123,2.863481228668942,3.0034129692832763,4.164383561643835,3.569965870307167,3.737201365187713,4.7679180887372015,4.667808219178082,4.739130434782608,,,,,,,,,,,,,,37.44412521059784
nlc_2021_split1,ESPORTSTMNT04:1481061,100,0,2.3744493392070485,2.955631399317406,3.0273037542662116,3.218430034129693,3.0716723549488054,4.212328767123288,2.8737201365187715,3.5972696245733786,3.535836177474403,3.815068493150685,4.72463768115942,,,,,,,,,,,,,,37.40634776186911
