tournament,gameId,team,win,prox_score_1-5,prox_score_5-10,prox_score_10-15,prox_score_15-20,prox_score_20-25,prox_score_25-30,prox_score_30-35,prox_score_35-40,prox_score_40-45,prox_score_45-50,prox_score_50-55,prox_score_55-60,prox_score_60-65,prox_score_65-70,prox_score_70-75,prox_score_75-80,prox_score_80-85,prox_score_85-90,prox_score_90-95,prox_score_95-100,prox_score_100-105,prox_score_105-110,prox_score_110-115,prox_score_115-120,proximity_sum
nacl_qualifiers_2_summer_2023,ESPORTSTMNT03:3196037,100,1,1.864963503649635,1.89,2.91,3.23,3.5966666666666667,3.6451612903225805,,,,,,,,,,,,,,,,,,,17.136791460638882
nacl_qualifiers_2_summer_2023,ESPORTSTMNT03:3196037,200,0,2.1715328467153285,2.0,2.0866666666666664,3.066666666666667,3.8966666666666665,4.645161290322581,,,,,,,,,,,,,,,,,,,17.866694137037907
nacl_qualifiers_2_summer_2023,ESPORTSTMNT03:3196049,200,1,2.897777777777778,1.5233333333333334,2.296666666666667,2.566666666666667,3.53,3.4433333333333334,5.095238095238095,,,,,,,,,,,,,,,,,,21.35301587301587
nacl_qualifiers_2_summer_2023,ESPORTSTMNT03:3196049,100,0,3.3777777777777778,2.1733333333333333,1.92,2.9633333333333334,3.8033333333333332,4.073333333333333,0.38095238095238093,,,,,,,,,,,,,,,,,,18.69206349206349
nacl_qualifiers_2_summer_2023,ESPORTSTMNT03:3196058,100,1,2.6031746031746033,2.49,2.1433333333333335,3.006666666666667,3.8266666666666667,3.5076142131979697,,,,,,,,,,,,,,,,,,,17.577455483039238
nacl_qualifiers_2_summer_2023,ESPORTSTMNT03:3196058,200,0,4.682539682539683,1.88,2.566666666666667,2.6433333333333335,2.986666666666667,3.949238578680203,,,,,,,,,,,,,,,,,,,18.708444927886553
nacl_qualifiers_2_summer_2023,ESPORTSTMNT03:3197014,100,1,0.9777777777777777,2.17,2.6733333333333333,2.7666666666666666,3.44,4.7164179104477615,,,,,,,,,,,,,,,,,,,16.74419568822554
nacl_qualifiers_2_summer_2023,ESPORTSTMNT03:3197014,200,0,2.966666666666667,1.6766666666666667,2.27,2.21,2.966666666666667,5.731343283582089,,,,,,,,,,,,,,,,,,,17.82134328358209
nacl_qualifiers_2_summer_2023,ESPORTSTMNT03:3198185,100,1,2.9834710743801653,2.4466666666666668,2.783333333333333,3.0166666666666666,3.73,3.9508196721311477,,,,,,,,,,,,,,,,,,,18.91095741317798
nacl_qualifiers_2_summer_2023,ESPORTSTMNT03:3198185,200,0,3.231404958677686,1.9466666666666668,1.9366666666666668,3.3966666666666665,3.15,3.4918032786885247,,,,,,,,,,,,,,,,,,,17.15320823736621
nacl_qualifiers_2_summer_2023,ESPORTSTMNT03:3200156,200,1,5.555555555555555,3.0833333333333335,2.473333333333333,2.703333333333333,2.5966666666666667,4.236666666666666,3.9467455621301775,,,,,,,,,,,,,,,,,,24.59563445101907
nacl_qualifiers_2_summer_2023,ESPORTSTMNT03:3200156,100,0,0.0,2.2,2.743333333333333,2.6,3.046666666666667,3.61,3.1479289940828403,,,,,,,,,,,,,,,,,,17.34792899408284
